s1_id,target_id,country,source,v3_rank,v3_score,model_score
S1-173180761,S2-582614596,US,S2,3,0.9232,0.9995
S1-173186458,S3-869531309,US,S3,1,0.7667,0.6001
S1-173196655,S3-712457875,India,S3,9,0.6429,0.9875
S1-173201956,S2-819298969,US,S2,1,1.0000,0.9998
S1-173217260,S3-350506485,US,S3,1,1.0000,0.9996
S1-173217260,S2-156590356,US,S2,2,1.0000,0.9998
S1-173217260,S2-577381324,US,S2,5,0.7667,0.9333
S1-173266886,S2-149077421,India,S2,1,0.9500,0.9893
S1-173273301,S2-806041523,US,S2,1,0.8500,0.9998
S1-173273301,S2-839119703,US,S2,2,0.8152,0.9986
S1-173273301,S2-960884439,US,S2,3,0.7500,0.9986
S1-173273301,S3-664549843,US,S3,5,0.6000,0.9249
S1-173276483,S3-305688035,US,S3,1,1.0000,0.9999
S1-173317662,S3-24901773,US,S3,1,1.0000,0.9998
S1-173317662,S2-983593307,US,S2,2,0.6333,0.9593
S1-17332497,S3-791638026,US,S3,1,0.9014,0.9996
S1-17332497,S3-96205917,US,S3,2,0.9000,0.9975
S1-17332497,S3-880685002,US,S3,3,0.8333,0.9982
S1-17332497,S2-290404363,US,S2,4,0.8014,0.9976
S1-17332497,S3-811946698,US,S3,5,0.7771,0.9998
S1-17332497,S2-768246531,US,S2,11,0.6145,0.9920
S1-173326643,S3-683184473,US,S3,2,0.8424,0.9984
S1-173326643,S2-265619245,US,S2,3,0.6733,0.9982
S1-173331868,S2-761789563,India,S2,1,1.0000,0.9999
S1-173364305,S3-732242772,US,S3,4,0.7667,0.5748
S1-173364305,S2-871987806,US,S2,6,0.7620,0.9985
S1-173364305,S3-547875649,US,S3,7,0.7232,0.9984
S1-173364305,S3-185170195,US,S3,8,0.7232,0.9976
S1-173404148,S2-798961272,US,S2,1,1.0000,0.9997
S1-173404148,S2-353043640,US,S2,2,1.0000,1.0000
S1-173404148,S2-729167708,US,S2,3,0.8784,0.9996
S1-173408569,S3-228339307,US,S3,1,1.0000,0.9996
S1-173408569,S3-16070847,US,S3,2,1.0000,0.9996
S1-173408569,S3-433640267,US,S3,7,0.7667,0.3406
S1-173436359,S3-217418567,US,S3,1,1.0000,1.0000
S1-173436359,S2-635473377,US,S2,2,1.0000,0.9999
S1-173436359,S2-242203057,US,S2,3,1.0000,0.9999
S1-173512687,S3-893103389,India,S3,54,0.7333,0.9963
S1-173528831,S3-120972573,US,S3,1,1.0000,0.9996
S1-173528831,S3-321120608,US,S3,2,0.9000,0.9911
S1-173528831,S2-377384711,US,S2,3,0.9000,0.9982
S1-173528831,S2-49541254,US,S2,32,0.7667,0.9836
S1-173539348,S2-762976256,US,S2,1,1.0000,0.9996
S1-173539348,S2-192077816,US,S2,2,1.0000,1.0000
S1-173539348,S2-710716789,US,S2,9,0.7667,0.9958
S1-173539348,S2-349236984,US,S2,14,0.7273,0.9972
S1-173549389,S3-320641775,US,S3,1,1.0000,0.9976
S1-173549389,S3-59595440,US,S3,2,0.8379,0.9985
S1-173549389,S3-561596440,US,S3,3,0.8227,0.9962
S1-173549389,S2-206083167,US,S2,12,0.7565,0.9967
S1-173549389,S3-4163304,US,S3,13,0.6942,0.9991
S1-173555484,S2-115209959,India,S2,1,1.0000,0.9979
S1-173555484,S3-99041314,India,S3,2,0.8204,0.9984
S1-173555484,S2-526252736,India,S2,16,0.7544,0.9958
S1-173555484,S3-806833975,India,S3,18,0.5917,0.9780
S1-173578485,S3-503011365,US,S3,2,0.7667,0.3895
S1-173609651,S2-192213586,US,S2,1,0.9000,0.9981
S1-173609651,S3-53299002,US,S3,2,0.7090,0.9854
S1-173671502,S2-841414045,US,S2,1,1.0000,1.0000
S1-173708767,S2-951326445,India,S2,1,1.0000,1.0000
S1-173708767,S2-586538139,India,S2,2,1.0000,1.0000
S1-173708767,S3-787595080,India,S3,3,0.9333,0.9972
S1-173708767,S3-780003027,India,S3,18,0.7629,0.9960
S1-173786984,S3-8751340,US,S3,1,1.0000,0.9996
S1-173867828,S3-866930772,US,S3,1,0.8255,0.9991
S1-173867828,S2-975723617,US,S2,2,0.7588,0.9961
S1-173867828,S2-814175770,US,S2,3,0.7500,0.9998
S1-173867828,S2-824555932,US,S2,5,0.6795,0.9969
S1-173871261,S3-614737632,India,S3,1,1.0000,1.0000
S1-173871261,S3-289577446,India,S3,2,1.0000,0.9997
S1-173871261,S2-47345471,India,S2,3,1.0000,1.0000
S1-173871261,S3-745264873,India,S3,4,0.7714,0.9997
S1-173871261,S3-253019415,India,S3,5,0.7347,1.0000
S1-173898808,S2-249110016,US,S2,1,0.9000,0.9999
S1-173898808,S3-799483481,US,S3,2,0.8231,0.9988
S1-173898808,S3-51492558,US,S3,3,0.7667,0.6655
S1-173898808,S3-699673920,US,S3,5,0.6867,0.9963
S1-173971830,S2-472305350,India,S2,66,0.5855,0.9996
S1-173976526,S2-335210257,US,S2,1,0.7576,0.9994
S1-174007116,S2-504187164,US,S2,1,1.0000,0.9997
S1-174007116,S2-123720593,US,S2,2,1.0000,1.0000
S1-174007116,S2-923686676,US,S2,3,0.8917,0.9993
S1-174007116,S3-14772115,US,S3,4,0.8658,0.9996
S1-174007116,S2-35370907,US,S2,5,0.7667,0.5748
S1-174007116,S3-672793381,US,S3,10,0.5385,0.9968
S1-174076301,S2-938847011,US,S2,1,0.8527,0.9994
S1-174076301,S2-831218168,US,S2,2,0.8527,0.9991
S1-174076301,S2-142798355,US,S2,3,0.8527,0.9992
S1-174076301,S3-23019223,US,S3,4,0.7133,0.9998
S1-174076301,S3-14599473,US,S3,5,0.6451,0.9984
S1-17421780,S2-435480118,India,S2,1,1.0000,1.0000
S1-174248327,S3-463477247,US,S3,1,0.8862,0.9989
S1-174248327,S3-493993754,US,S3,3,0.7897,0.9991
S1-174281436,S2-240412490,US,S2,1,1.0000,0.9997
S1-174281436,S3-347711636,US,S3,2,0.9211,0.9999
S1-174281436,S3-761260483,US,S3,3,0.7667,0.9998
S1-174281436,S3-828883903,US,S3,25,0.7583,0.9647
S1-174281436,S2-752680889,US,S2,26,0.7092,0.9980
S1-174295234,S3-485266307,US,S3,1,1.0000,0.9998
S1-174295234,S2-764512427,US,S2,2,0.8500,0.9986
S1-174295234,S2-251520335,US,S2,3,0.8500,0.9989
S1-174295234,S3-599135079,US,S3,167,0.7619,0.9997
S1-174295234,S3-147198576,US,S3,168,0.7045,1.0000
S1-174308012,S2-265084009,US,S2,1,1.0000,1.0000
S1-174308012,S2-205746156,US,S2,2,1.0000,1.0000
S1-174308012,S3-652857246,US,S3,3,0.8667,0.9981
S1-174308012,S3-449387478,US,S3,5,0.8667,0.9986
S1-174308012,S3-406385419,US,S3,86,0.5458,0.9325
S1-174462667,S3-888097981,India,S3,1,1.0000,0.9967
S1-174524586,S3-655223066,India,S3,1,1.0000,0.9999
S1-174524586,S3-202338765,India,S3,2,1.0000,0.9999
S1-174524586,S2-726341250,India,S2,3,1.0000,0.9999
S1-174524586,S2-249745551,India,S2,5,0.8042,0.6509
S1-174524586,S2-955958271,India,S2,10,0.7667,0.9048
S1-174573813,S3-123002302,India,S3,1,0.8593,0.9949
S1-174618604,S2-910994123,US,S2,1,1.0000,1.0000
S1-174618604,S2-556538263,US,S2,2,1.0000,1.0000
S1-174618604,S2-263797136,US,S2,3,1.0000,1.0000
S1-174618604,S3-96889710,US,S3,4,0.7667,0.2294
S1-17466892,S3-231179146,US,S3,21,0.7667,0.9947
S1-17466892,S2-73008216,US,S2,38,0.7667,0.0947
S1-17466892,S2-566583838,US,S2,41,0.7667,0.9880
S1-17466892,S2-414459090,US,S2,49,0.7667,0.0947
S1-174682336,S2-957950938,India,S2,1,1.0000,1.0000
S1-174682336,S3-657358926,India,S3,2,0.8667,0.9997
S1-174682774,S3-458353717,US,S3,1,1.0000,1.0000
S1-174682774,S2-846477052,US,S2,3,0.7576,0.9996
S1-174682774,S3-593497464,US,S3,4,0.7396,0.9580
S1-174738186,S2-609574484,India,S2,1,0.9333,0.9999
S1-174738186,S2-653673664,India,S2,5,0.8026,0.9971
S1-174746280,S2-988638894,US,S2,1,0.8667,0.9999
S1-174746280,S3-533255664,US,S3,2,0.8333,0.9976
S1-174746280,S2-421415103,US,S2,3,0.7000,0.9600
S1-17474678,S2-977828508,US,S2,1,1.0000,0.9995
S1-17474678,S3-542029170,US,S3,2,0.8029,0.9984
S1-174772094,S2-321324999,US,S2,1,0.8991,0.9995
S1-174772094,S3-58649198,US,S3,2,0.8324,0.9996
S1-174799239,S3-215699069,India,S3,1,1.0000,0.9967
S1-174799239,S3-712148896,India,S3,1067,0.6914,0.9951
S1-174799239,S3-440736838,India,S3,1069,0.6914,0.9998
S1-174799239,S3-194429607,India,S3,1074,0.6833,0.9967
S1-174833826,S3-553618717,US,S3,1,1.0000,1.0000
S1-174841441,S3-944859557,US,S3,1,1.0000,1.0000
S1-174841441,S2-792601550,US,S2,2,1.0000,1.0000
S1-174841441,S2-742535205,US,S2,3,1.0000,1.0000
S1-174841441,S2-218186298,US,S2,4,1.0000,1.0000
S1-174920017,S3-575798617,India,S3,1,0.9198,0.9998
S1-174943548,S2-46826518,US,S2,1,0.9000,0.9994
S1-174943548,S3-427241047,US,S3,2,0.7081,0.9979
S1-174944110,S3-901133089,India,S3,1,1.0000,0.9996
S1-174944110,S3-205530119,India,S3,2,1.0000,0.9998
S1-174944110,S2-110641084,India,S2,3,1.0000,0.9996
S1-174944110,S2-302810860,India,S2,5,0.8658,0.9922
S1-174944110,S2-708078408,India,S2,62,0.6833,0.9968
S1-174944110,S2-552893218,India,S2,64,0.6833,0.9988
S1-174997887,S2-296284386,US,S2,41,0.7667,0.9988
S1-174997887,S3-657438930,US,S3,43,0.6392,0.9998
S1-175026474,S2-316983324,US,S2,1,1.0000,0.9998
S1-175026474,S3-365685678,US,S3,2,0.8527,0.9994
S1-175043151,S3-238215345,US,S3,1,0.6771,0.9956
S1-175075172,S3-837450846,India,S3,1,1.0000,0.9997
S1-175075172,S2-838880708,India,S2,6,1.0000,0.9972
S1-175079324,S3-564243447,India,S3,1,1.0000,1.0000
S1-175079324,S2-410153479,India,S2,2,1.0000,1.0000
S1-175128776,S3-874084573,India,S3,1,0.8667,0.9989
S1-175128776,S3-392937238,India,S3,2,0.8667,0.6525
S1-175128776,S3-178760073,India,S3,3,0.8667,0.7818
S1-175128776,S2-526188857,India,S2,4,0.8667,0.9777
S1-175160718,S3-825729170,India,S3,1,1.0000,0.9996
S1-175160718,S2-166555090,India,S2,2,1.0000,0.9995
S1-175160718,S3-37184184,India,S3,3,0.8544,0.9986
S1-175160718,S2-384037401,India,S2,13,0.6222,0.9916
S1-175168450,S3-746860581,US,S3,1,0.8667,0.9127
S1-175168450,S2-855849152,US,S2,2,0.7847,0.9974
S1-175168450,S2-610031891,US,S2,6,0.7284,0.9988
S1-175265393,S2-787948771,US,S2,1,0.9198,0.9998
S1-175265393,S3-306827755,US,S3,2,0.8667,0.8653
S1-175265393,S3-723026065,US,S3,3,0.7359,0.9174
S1-175265393,S2-895623240,US,S2,4,0.4208,0.2834
S1-175265393,S3-64496253,US,S3,5,0.3875,0.4208
S1-175304456,S3-734896647,US,S3,1,1.0000,1.0000
S1-175304456,S2-163327334,US,S2,2,0.7246,0.9959
S1-175314205,S3-690351077,India,S3,1,1.0000,0.9999
S1-175314205,S3-162719930,India,S3,14,0.7333,0.9911
S1-175401730,S3-468980638,US,S3,1,0.8652,0.9993
S1-175401730,S3-415989161,US,S3,2,0.7667,0.9116
S1-175401730,S3-933926970,US,S3,3,0.7544,0.9991
S1-175401730,S2-734992035,US,S2,4,0.6608,0.9867
S1-175437301,S2-139721269,US,S2,91,0.6933,0.9960
S1-175452300,S3-617772419,US,S3,15,0.7667,0.9992
S1-175452300,S3-521406269,US,S3,18,0.7667,0.9987
S1-175463374,S2-782419243,US,S2,1,0.7000,0.9980
S1-175625700,S3-994493781,US,S3,1,0.8451,0.9989
S1-175625700,S2-60553778,US,S2,2,0.8451,0.9988
S1-175625700,S3-81609457,US,S3,3,0.7267,0.9997
S1-175625700,S2-632033195,US,S2,4,0.6333,0.9993
S1-175654413,S2-330723783,India,S2,5,0.7667,0.8992
S1-17568931,S3-798210259,India,S3,1,1.0000,0.9986
S1-17568931,S2-715475746,India,S2,2,1.0000,0.9999
S1-17568931,S3-909276293,India,S3,3,0.9042,0.9995
S1-17568931,S3-896301715,India,S3,4,0.7992,0.9972
S1-175726326,S2-263736863,US,S2,1,0.9000,0.9999
S1-175726326,S2-291155889,US,S2,11,0.7667,0.2907
S1-175760861,S2-386694800,India,S2,1,1.0000,1.0000
S1-175760861,S2-168826047,India,S2,2,0.8163,0.9955
S1-175760861,S2-267187198,India,S2,3,0.7179,0.9975
S1-175785894,S3-950153207,US,S3,1,1.0000,1.0000
S1-175785894,S2-389945568,US,S2,2,1.0000,1.0000
S1-175785894,S3-302146306,US,S3,3,0.8083,0.9983
S1-175785894,S3-467048394,US,S3,4,0.7667,0.8316
S1-175785894,S3-664966336,US,S3,5,0.7458,0.9973
S1-175785894,S2-476796557,US,S2,6,0.7083,0.9981
S1-175785894,S2-812062027,US,S2,7,0.7000,0.9078
S1-175785894,S2-312361810,US,S2,8,0.6544,0.9997
S1-175791116,S3-940282493,India,S3,1,1.0000,0.9908
S1-175791116,S3-634581943,India,S3,2,1.0000,0.9964
S1-175791116,S2-181454366,India,S2,3,1.0000,0.9978
S1-175791116,S2-682567782,India,S2,4,0.8407,0.9814
S1-175791116,S3-403310577,India,S3,12,0.7667,0.2601
S1-175833536,S3-409169287,US,S3,1,1.0000,0.9972
S1-175860545,S3-482940566,India,S3,1,0.8667,0.9999
S1-175860545,S3-345221506,India,S3,2,0.8667,0.8056
S1-175949173,S3-412327563,India,S3,1,1.0000,0.9999
S1-175949173,S2-323695889,India,S2,2,1.0000,0.9999
S1-175949173,S3-804462003,India,S3,4,0.8451,0.9406
S1-175949173,S2-12619313,India,S2,5,0.7569,0.9996
S1-176007181,S2-37807909,US,S2,1,1.0000,0.9995
S1-176007181,S3-169126332,US,S3,3,0.7667,0.3054
S1-176029679,S3-720559116,India,S3,1,1.0000,1.0000
S1-176029679,S2-604570929,India,S2,2,1.0000,0.9989
S1-176059878,S3-104908598,India,S3,1,1.0000,0.9985
S1-176059878,S2-648812211,India,S2,2,1.0000,1.0000
S1-176059878,S2-53953803,India,S2,3,1.0000,0.9994
S1-176157896,S3-169331773,US,S3,1,1.0000,1.0000
S1-176157896,S2-907162812,US,S2,2,0.8667,0.9921
S1-176157896,S2-340790836,US,S2,3,0.8667,0.9995
S1-176157896,S3-331145555,US,S3,52,0.7667,0.9978
S1-176200481,S2-501801062,US,S2,1,1.0000,0.9998
S1-176200481,S2-702918313,US,S2,2,0.9251,0.9999
S1-176200481,S2-255552774,US,S2,3,0.9167,0.9975
S1-176200481,S2-77856689,US,S2,4,0.9000,0.9994
S1-176283703,S3-964601508,US,S3,1,1.0000,1.0000
S1-176283703,S2-139082844,US,S2,2,1.0000,1.0000
S1-176283703,S3-55684962,US,S3,9,0.6792,0.9939
S1-176329170,S3-617503226,US,S3,1,1.0000,1.0000
S1-176329170,S3-595271850,US,S3,2,1.0000,1.0000
S1-176329170,S3-308445466,US,S3,3,1.0000,1.0000
S1-176329170,S2-999179910,US,S2,4,1.0000,1.0000
S1-176329170,S2-813938329,US,S2,5,0.7333,0.9552
S1-176345458,S3-582077777,US,S3,1,0.9333,0.9995
S1-176345458,S2-247790039,US,S2,3,0.7918,0.9999
S1-176345458,S2-631062912,US,S2,4,0.7667,0.5786
S1-176345458,S3-928776719,US,S3,5,0.7643,1.0000
S1-176345458,S2-335450061,US,S2,6,0.7152,0.9976
S1-176356022,S3-343651178,India,S3,74,0.7667,0.9979
S1-176393905,S2-112210158,US,S2,1,1.0000,0.9988
S1-176393905,S3-814035235,US,S3,2,0.7865,0.9794
S1-176393905,S2-688555057,US,S2,11,0.6643,0.9793
S1-176425742,S3-527748615,US,S3,2,0.7667,0.9941
S1-176425742,S3-837275067,US,S3,6,0.7471,0.9973
S1-176442819,S3-79234524,US,S3,10,0.7395,0.9975
S1-176442819,S2-840426038,US,S2,11,0.6816,0.9981
S1-176442819,S2-848815198,US,S2,12,0.6644,0.9991
S1-176442819,S2-171933885,US,S2,13,0.6644,0.9996
S1-176609228,S3-594846982,India,S3,1,0.9500,0.9820
S1-176609228,S3-296988432,India,S3,2,0.8500,0.9552
S1-176609228,S3-275267827,India,S3,21,0.5762,0.9377
S1-176646706,S3-525277923,US,S3,5,0.7667,0.9983
S1-176845802,S2-190123481,India,S2,1,0.9500,0.9858
S1-176912140,S2-492819394,India,S2,1,1.0000,1.0000
S1-176912140,S2-347302440,India,S2,38,0.6905,0.9782
S1-17700195,S2-147829438,India,S2,1,0.8667,0.9991
S1-177015221,S2-885462866,US,S2,1,1.0000,1.0000
S1-177015221,S2-11834397,US,S2,2,1.0000,0.9999
S1-177015221,S3-787787936,US,S3,3,0.8292,0.9989
S1-177015221,S2-988687203,US,S2,4,0.8292,0.9990
S1-17710079,S2-890682238,US,S2,1,1.0000,0.9994
S1-17710079,S2-717030430,US,S2,2,0.8387,0.9998
S1-17710079,S3-79945852,US,S3,3,0.7576,0.9918
S1-177148878,S2-980396156,India,S2,1,1.0000,0.9997
S1-177148878,S2-483887476,India,S2,2,1.0000,0.9982
S1-177148878,S3-851689627,India,S3,3,0.9000,0.9897
S1-177148878,S2-844009271,India,S2,4,0.7444,0.9990
S1-177148878,S3-172144961,India,S3,5,0.7083,0.8833
S1-177148878,S3-957393341,India,S3,6,0.6822,0.9687
S1-177253388,S3-499178987,US,S3,1,0.7905,0.9961
S1-177253388,S3-262695499,US,S3,172,0.7222,0.9998
S1-177268432,S2-60149085,India,S2,1,1.0000,0.9996
S1-177268432,S3-482653168,India,S3,5,0.8667,0.9953
S1-177269546,S3-146014129,US,S3,1,1.0000,0.9995
S1-177269546,S2-822856194,US,S2,2,0.9000,0.9999
S1-177288100,S3-232255822,US,S3,1,1.0000,1.0000
S1-177288100,S2-877051910,US,S2,2,1.0000,1.0000
S1-177289983,S3-311599584,India,S3,1,1.0000,1.0000
S1-177289983,S2-761394279,India,S2,2,1.0000,0.9999
S1-177289983,S2-872301032,India,S2,55,0.7333,0.9962
S1-177289983,S3-262681509,India,S3,57,0.7061,0.9989
S1-177393275,S2-525686557,India,S2,1,1.0000,1.0000
S1-177393275,S3-684966046,India,S3,30,0.6641,0.9961
S1-177482926,S2-121850884,US,S2,1,0.7667,0.9924
S1-177482926,S2-749134931,US,S2,2,0.6865,0.9988
S1-177507244,S2-42681376,US,S2,1,0.8372,0.9970
S1-17767816,S3-846102623,India,S3,1,1.0000,1.0000
S1-17767816,S3-687647237,India,S3,2,1.0000,0.9996
S1-17767816,S3-455378950,India,S3,3,1.0000,0.9998
S1-17767816,S2-184243895,India,S2,4,0.7667,0.9120
S1-177685566,S3-310100430,India,S3,1,0.7262,0.9735
S1-177685566,S3-367405354,India,S3,2,0.6942,1.0000
S1-177753050,S3-928892669,India,S3,1,1.0000,0.9997
S1-177753050,S3-750785952,India,S3,2,1.0000,0.9995
S1-177753050,S2-155484785,India,S2,3,1.0000,1.0000
S1-177753050,S3-294251113,India,S3,28,0.7190,0.9987
S1-177753050,S2-671225748,India,S2,29,0.7061,0.9993
S1-177773996,S3-532850502,India,S3,3,0.7667,0.6819
S1-177773996,S3-137013479,India,S3,9,0.7000,0.9204
S1-177773996,S2-795952510,India,S2,10,0.6795,0.9984
S1-177915272,S2-543514763,US,S2,1,1.0000,1.0000
S1-177915272,S3-193549387,US,S3,11,0.7451,0.7673
S1-177915272,S3-675702722,US,S3,12,0.7157,0.9969
S1-177915272,S3-804581327,US,S3,29,0.6061,0.9981
S1-177915306,S2-463130925,US,S2,1,1.0000,1.0000
S1-177915306,S3-9623796,US,S3,5,0.7667,0.9996
S1-177915306,S2-823446968,US,S2,136,0.6357,0.9939
S1-177996915,S2-607493741,India,S2,1,1.0000,1.0000
S1-177996915,S3-770110660,India,S3,2,0.7952,0.9998
S1-177996915,S3-373453219,India,S3,3,0.7667,0.9984
S1-178004987,S3-906301236,US,S3,2,0.6970,0.9978
S1-178056573,S3-499158973,India,S3,1,1.0000,1.0000
S1-178056573,S2-877709447,India,S2,2,0.9333,0.9745
S1-178056573,S3-813950879,India,S3,3,0.8451,0.9996
S1-17805811,S2-592111316,US,S2,1,0.8176,0.9992
S1-17805811,S2-476312632,US,S2,2,0.7833,0.9979
S1-17805811,S3-285507926,US,S3,3,0.6676,0.9768
S1-17805811,S3-909191473,US,S3,7,0.5628,0.9682
S1-17808952,S3-34029396,US,S3,1,1.0000,0.9998
S1-17808952,S2-750030371,US,S2,2,1.0000,0.9996
S1-17808952,S3-34437403,US,S3,3,0.8292,0.9987
S1-178352058,S3-350759249,India,S3,1,0.8667,0.7879
S1-178454587,S3-529127980,India,S3,1,0.7667,0.9935
S1-178454705,S3-888398977,India,S3,1,1.0000,0.9988
S1-178454705,S3-609028074,India,S3,2,1.0000,1.0000
S1-178454705,S3-473335427,India,S3,3,1.0000,0.9995
S1-178454705,S2-690932296,India,S2,4,0.9333,0.9982
S1-178454705,S2-222692447,India,S2,5,0.7273,0.9936
S1-178523583,S2-389061533,India,S2,1,1.0000,1.0000
S1-178523583,S2-374492895,India,S2,2,1.0000,0.9998
S1-178523583,S3-600614263,India,S3,3,0.6803,0.9988
S1-178541232,S2-942226831,US,S2,1,0.9000,1.0000
S1-178583543,S3-228054924,India,S3,1,0.9200,0.9959
S1-178588712,S2-654548196,US,S2,1,0.8667,0.9895
S1-178588712,S2-405265227,US,S2,2,0.7839,0.9794
S1-178588712,S3-984976553,US,S3,3,0.6296,0.9904
S1-17859105,S3-319330130,US,S3,1,1.0000,0.9989
S1-17859105,S2-750575030,US,S2,2,1.0000,0.9994
S1-17859105,S2-420704353,US,S2,3,1.0000,0.9991
S1-17859105,S2-102606616,US,S2,4,1.0000,0.9998
S1-17859105,S3-482975892,US,S3,5,0.8436,0.9993
S1-17859105,S2-46113637,US,S2,8,0.6476,0.9966
S1-178636882,S2-780568534,US,S2,1,1.0000,1.0000
S1-178636882,S2-462167293,US,S2,2,1.0000,0.9998
S1-178636882,S2-4037731,US,S2,3,1.0000,0.9997
S1-178636882,S3-820525749,US,S3,4,0.7667,0.4739
S1-178636882,S3-793879297,US,S3,5,0.7667,0.9909
S1-178636882,S3-241377257,US,S3,6,0.7667,0.4017
S1-178636882,S2-478176554,US,S2,8,0.7061,0.9998
S1-178636882,S3-339719654,US,S3,9,0.6333,0.9976
S1-178636882,S3-259227042,US,S3,10,0.6333,0.9988
S1-178658199,S3-810919939,US,S3,1,0.8801,0.9996
S1-178658199,S3-242473310,US,S3,14,0.7667,0.5974
S1-178731000,S2-715757458,India,S2,1,0.7923,0.9990
S1-178734970,S3-931763863,US,S3,1,1.0000,1.0000
S1-178734970,S3-969936524,US,S3,2,0.8083,0.9997
S1-178734970,S3-735217174,US,S3,3,0.7667,0.6447
S1-178734970,S2-4892914,US,S2,4,0.7218,0.9963
S1-178743317,S3-586386049,US,S3,1,1.0000,1.0000
S1-178743317,S2-625382442,US,S2,2,1.0000,1.0000
S1-178743317,S2-230154619,US,S2,3,1.0000,0.9992
S1-178790329,S2-199456547,India,S2,1,0.9333,0.9998
S1-178790329,S3-270332923,India,S3,541,0.7667,0.9982
S1-178790329,S3-816019042,India,S3,1008,0.6072,0.9999
S1-178887018,S3-17611290,US,S3,1,1.0000,0.9998
S1-178887018,S2-630867757,US,S2,2,1.0000,0.9998
S1-178887018,S2-931995224,US,S2,3,0.8833,0.9994
S1-178887018,S3-49184019,US,S3,4,0.7991,0.9994
S1-178887018,S2-941719045,US,S2,208,0.7450,0.9992
S1-178887018,S3-548760733,US,S3,219,0.6500,0.9987
S1-178926242,S2-810734019,US,S2,1,0.9246,0.9998
S1-178926242,S3-940841022,US,S3,2,0.8133,0.9984
S1-178926242,S3-155145780,US,S3,3,0.7667,0.7851
S1-178968563,S3-877123881,India,S3,1,1.0000,1.0000
S1-178968563,S3-673956157,India,S3,2,1.0000,1.0000
S1-178968563,S3-308453743,India,S3,3,1.0000,0.9999
S1-178968563,S2-672854815,India,S2,4,1.0000,0.9997
S1-178968563,S3-993916809,India,S3,134,0.5455,0.9711
S1-178972015,S3-993112968,India,S3,1,1.0000,0.9983
S1-178972015,S3-325848076,India,S3,2,1.0000,0.9999
S1-178991616,S2-356238037,US,S2,1,0.8667,0.6569
S1-178991616,S3-749339381,US,S3,3,0.7071,0.9985
S1-178991616,S2-299130193,US,S2,4,0.6421,0.6557
S1-179147360,S2-375173798,US,S2,1,1.0000,0.9995
S1-179147360,S2-600685539,US,S2,2,0.8619,0.9986
S1-179147360,S2-110792461,US,S2,3,0.7619,0.9904
S1-179147360,S3-533260023,US,S3,5,0.6275,0.4012
S1-179176288,S3-780491544,India,S3,1,1.0000,0.9999
S1-179176288,S2-605868700,India,S2,2,0.9211,0.9998
S1-179181459,S2-148238570,US,S2,1,0.8287,0.9996
S1-179181459,S3-355532364,US,S3,2,0.8050,0.9983
S1-179226179,S2-740524653,India,S2,1,0.9000,0.9997
S1-179226179,S2-243387113,India,S2,2,0.6333,0.9690
S1-179226179,S3-305582456,India,S3,3,0.5833,0.9924
S1-179226179,S2-988597653,India,S2,5,0.4833,0.8370
S1-179372415,S2-472377967,India,S2,1,1.0000,1.0000
S1-179372415,S2-36189361,India,S2,2,1.0000,1.0000
S1-179372415,S3-303016809,India,S3,3,0.9000,0.9920
S1-179372415,S3-120703256,India,S3,10,0.6667,0.9842
S1-179384105,S2-601446145,US,S2,1,1.0000,1.0000
S1-179384105,S3-602095644,US,S3,2,0.9000,0.9945
S1-179384105,S3-897583256,US,S3,3,0.8117,0.9948
S1-179384105,S2-477237335,US,S2,4,0.7667,0.9980
S1-179386669,S3-653759538,US,S3,1,1.0000,0.9996
S1-179386669,S2-453426190,US,S2,2,1.0000,0.9997
S1-179433865,S2-155016473,India,S2,3,0.9000,0.9589
S1-179433865,S3-957301745,India,S3,47,0.7667,0.9989
S1-179433865,S3-297499989,India,S3,529,0.7667,0.9991
S1-179446295,S3-527464071,US,S3,1,1.0000,0.9999
S1-179446295,S3-729595976,US,S3,2,0.8387,0.9997
S1-179446295,S2-469841267,US,S2,3,0.7833,0.9994
S1-17949804,S3-524206703,India,S3,1,1.0000,0.9998
S1-17949804,S2-994661884,India,S2,2,1.0000,0.9925
S1-17949804,S2-954479278,India,S2,3,1.0000,0.9925
S1-17949804,S2-957342115,India,S2,4,0.8381,0.9974
S1-17951056,S3-651711953,India,S3,2,0.8667,0.9330
S1-179531847,S2-699235268,India,S2,3,1.0000,0.9988
S1-179531847,S2-289241907,India,S2,5,1.0000,0.9988
S1-179531847,S2-282076903,India,S2,6,1.0000,0.9979
S1-17968972,S3-291729247,India,S3,323,0.5455,0.9913
S1-179834244,S3-876145088,India,S3,1,1.0000,1.0000
S1-179834244,S3-401682368,India,S3,2,0.8905,0.9991
S1-179834244,S2-750758769,India,S2,3,0.8387,0.9934
S1-179834244,S3-122819910,India,S3,4,0.7396,0.9947
S1-17983636,S3-678757049,India,S3,1,0.8135,0.9964
S1-17983636,S2-43699613,India,S2,9,0.6681,0.9989
S1-179874028,S2-995278181,US,S2,1,0.9000,0.9999
S1-179874028,S3-712075422,US,S3,2,0.8571,0.9995
S1-179874028,S3-653967624,US,S3,3,0.8195,0.9990
S1-179874028,S3-442371079,US,S3,4,0.8054,0.9900
S1-179874028,S2-608558786,US,S2,5,0.7054,0.9786
S1-179885273,S3-140222406,US,S3,1,0.7762,0.9892
S1-179885273,S2-600059423,US,S2,3,0.7667,0.9975
S1-179885273,S3-671870110,US,S3,4,0.7000,0.9844
